id,company_name,company_type,website,aum_crores,last_year_revenue,is_listed,stock_symbol,primary_loan_segments,primary_product,product_types,hq_location,hq_state,operating_states,operating_intensity,pan_india,rbi_category,rbi_registration_number,established_year,employee_count,branch_count,phone,email,quality_score,data_source,extraction_status,error,created_at,rbi_verified,rbi_status,rbi_merge_note,parent_bank,reg_validation_tier,phone_valid,email_valid,website_entity_match,financial_source,contact_source,geo_source,confidence_score,onboarding_tier,risk_flags,extraction_version,schema_version,validation_version
,JSC VTB Bank Lobby,Foreign Bank,https://www.vtb.com,,,False,,"[""Business Loan"", ""Rural Loan"", ""Supply Chain Finance"", ""Working Capital""]",Corporate Banking,"[""Business Loan"", ""Rural Loan"", ""Supply Chain Finance"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Foreign Bank,PORATE,2010,,300,88001002424,investorrelations@vtb.ru,0.7,scraper+gemini,rejected,Capability violation: Foreign Bank cannot offer 'Rural Loan',2026-04-03T13:02:23.526248,False,active,,,format_only,False,True,True,none,scraper_high,gemini,0.6,rejected_lender,"[""weak_rbi_validation""]",v4.0,bank_v2,v5
508,KEB Hana Bank,Foreign Bank,https://www.kebhanabank.co.in/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Business Loan,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Tamil Nadu"", ""Delhi"", ""Karnataka"", ""Gujarat"", ""Haryana"", ""Uttar Pradesh"", ""West Bengal""]",Regional,False,Foreign Bank,,2015,,,,,0.5,scraper+gemini,success,,2026-04-03T13:03:06.800162,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
509,Kookmin Bank Unit No. 2B/2,Foreign Bank,https://www.kbstar.com/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,2013,,,,,0.5,scraper+gemini,success,,2026-04-03T13:03:27.154071,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
510,Mashreqbank P.S.C,Foreign Bank,https://www.mashreqbank.com/india/en/personal/home,,,True,MASQ,"[""Working Capital"", ""Supply Chain Finance""]",Trade Finance,"[""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,1967,,,,,0.6,scraper+gemini,success,,2026-04-03T13:03:52.352069,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
511,Mizuho Bank Ltd,Foreign Bank,https://www.mizuhobank.com/india/en/index.html,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Delhi"", ""Tamil Nadu""]",Regional,False,Foreign Bank,,1996,,,,,0.5,scraper+gemini,success,,2026-04-03T13:04:37.035890,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
512,"MUFG Bank, Ltd",Foreign Bank,https://www.mufg.co.in/,,,False,,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance""]",Corporate Banking,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Delhi"", ""Tamil Nadu"", ""Karnataka"", ""Gujarat""]",Regional,False,Foreign Bank,,1953,300,,,,0.6,scraper+gemini,success,,2026-04-03T13:05:21.894958,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
513,NatWest Markets plc,Foreign Bank,https://www.natwestmarkets.com/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,2016,,,,,0.5,scraper+gemini,success,,2026-04-03T13:12:03.113563,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
514,"NongHyup Bank Advant IT Park, Unit No",Foreign Bank,https://www.nhbank.com/en/main.do,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Noida, Uttar Pradesh",Uttar Pradesh,"[""Uttar Pradesh""]",Single State,False,Foreign Bank,,2019,,,82237041004,,0.6,scraper+gemini,success,,2026-04-03T13:12:24.123907,False,active,,,format_only,False,False,False,none,scraper_high,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
,PT Bank Maybank Indonesia TBK,Foreign Bank,https://www.maybank.co.id/,,,True,BNGA,"[""Rural Loan""]",,"[""Rural Loan""]",Jakarta,,[],Single State,False,Foreign Bank,PORATE,1959,,,,,0.6,scraper+gemini,rejected,Capability violation: Foreign Bank cannot offer 'Rural Loan',2026-04-03T13:12:52.901445,False,active,,,format_only,False,False,True,none,none,scraper_high,0.25,rejected_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
515,Qatar National Bank (Q.P.S.C),Foreign Bank,https://www.qnb.com/sites/qnb/qnbindia/page/en/en-in-home.html,,,True,QNBK,"[""Business Loan"", ""Working Capital""]",Corporate Banking Services,"[""Business Loan"", ""Working Capital""]",Doha,,"[""Maharashtra""]",Single State,False,Foreign Bank,,1964,,,,,0.5,scraper+gemini,success,,2026-04-03T13:13:12.136040,False,active,,,format_only,False,False,False,none,none,none,0.0,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
516,SBM Bank (India) limited,Foreign Bank,https://sbm.bank/india/,,,False,,"[""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Loan Against Property"", ""Working Capital"", ""Supply Chain Finance""]",Universal Banking,"[""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Loan Against Property"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Foreign Bank,,2018,,,,,0.5,scraper+gemini,success,,2026-04-03T13:14:35.042149,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
517,Sberbank,Foreign Bank,https://www.sberbank.co.in/,,,False,,"[""Business Loan"", ""Credit Card"", ""Personal Loan"", ""Working Capital""]",Corporate Banking,"[""Business Loan"", ""Credit Card"", ""Personal Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,PORATE,2012,,,+911140048888,supportservice-ind@sberbank.ru,0.7,scraper+gemini,success,,2026-04-03T13:15:05.705919,False,active,,,format_only,False,True,True,none,scraper_high,scraper_high,0.6,provisional_lender,"[""weak_rbi_validation""]",v4.0,bank_v2,v5
518,Shinhan Bank Unit No. 701 /,Foreign Bank,https://www.shinhanbankindia.com/,,,False,,"[""Business Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Vehicle Loan"", ""Working Capital""]",Banking Services,"[""Business Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Vehicle Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Tamil Nadu"", ""Delhi"", ""Gujarat"", ""Karnataka""]",Regional,False,Foreign Bank,,1996,,,,,0.5,scraper+gemini,success,,2026-04-03T13:15:50.583145,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
519,Societe Generale,Foreign Bank,https://www.societegenerale.in/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate & Investment Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,1985,,,,,0.5,scraper+gemini,success,,2026-04-03T13:20:11.152549,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
,Sonali Bank PLC,Foreign Bank,https://www.sonalibank.com.bd/india/,,,False,,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance"", ""Personal Loan"", ""Home Loan"", ""Education Loan"", ""Gold Loan"", ""Loan Against Property"", ""MSME Loan"", ""Agriculture Loan"", ""Vehicle Loan"", ""Micro Loan"", ""Microfinance"", ""Rural Loan"", ""Consumer Durable Loan"", ""Credit Card""]",Banking Services,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance"", ""Personal Loan"", ""Home Loan"", ""Education Loan"", ""Gold Loan"", ""Loan Against Property"", ""MSME Loan"", ""Agriculture Loan"", ""Vehicle Loan"", ""Micro Loan"", ""Microfinance"", ""Rural Loan"", ""Consumer Durable Loan"", ""Credit Card""]","Kolkata, West Bengal",West Bengal,"[""West Bengal"", ""Maharashtra"", ""Delhi""]",Regional,False,Foreign Bank,,1974,,,,,0.5,scraper+gemini,rejected,Capability violation: Foreign Bank cannot offer 'Agriculture Loan',2026-04-03T13:20:29.786911,False,active,,,format_only,False,False,True,none,none,gemini,0.35,rejected_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
520,"Standard Chartered Bank Crescenzo Parini, 3A",Foreign Bank,https://www.sc.com/in/,,,False,,"[""Business Loan"", ""Credit Card"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Working Capital""]",Full-service banking,"[""Business Loan"", ""Credit Card"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Foreign Bank,PORATE,1858,,100,,,0.6,scraper+gemini,success,,2026-04-03T13:21:03.292968,False,active,,,format_only,False,False,False,none,scraper_high,scraper_high,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
,Sumitomo Mitsui Banking Corporation,Foreign Bank,https://www.smbc.co.jp/asia/india/,,,False,,"[""Business Loan"", ""Rural Loan"", ""Supply Chain Finance"", ""Working Capital""]",Corporate Banking Services,"[""Business Loan"", ""Rural Loan"", ""Supply Chain Finance"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Haryana"", ""Karnataka"", ""Tamil Nadu"", ""Gujarat""]",Regional,False,Foreign Bank,PORATES.,1993,,,,contactamericas@smbcgroup.com?subject=inquiry to smbc,0.7,scraper+gemini,rejected,Capability violation: Foreign Bank cannot offer 'Rural Loan',2026-04-03T13:21:23.396442,False,active,,,format_only,False,False,False,none,scraper_high,scraper_high,0.05,rejected_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
521,United Overseas Bank Limited,Foreign Bank,https://www.uobgroup.com/uobindia/index.html,,,False,,"[""Working Capital"", ""Business Loan""]",Wholesale Banking,"[""Working Capital"", ""Business Loan""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,2009,,,,,0.5,scraper+gemini,success,,2026-04-03T13:21:46.245309,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
522,UBS AG,Foreign Bank,https://www.ubs.com/in/en.html,,,False,,[],Wealth Management and Investment Banking,[],"Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,PORATE,1996,,,,,0.5,scraper+gemini,success,No loan products extracted — needs manual review,2026-04-03T13:22:02.345152,False,active,,,format_only,False,False,True,none,none,scraper_high,0.35,pending_review,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
523,Woori Bank Unit No,Foreign Bank,https://www.wooribank.co.in/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking Services,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Gurugram, Haryana",Haryana,"[""Tamil Nadu"", ""Maharashtra"", ""Haryana""]",Regional,False,Foreign Bank,,2012,,,,,0.5,scraper+gemini,success,,2026-04-03T13:22:44.517781,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
524,Krishna Bhima Samruddhi LAB Ltd,Private Bank,https://www.kbsbank.com/,,,False,,"[""Agriculture Loan"", ""Gold Loan"", ""Business Loan"", ""Home Loan"", ""Personal Loan"", ""Vehicle Loan"", ""Education Loan"", ""Loan Against Property""]",Agriculture Loan,"[""Agriculture Loan"", ""Gold Loan"", ""Business Loan"", ""Home Loan"", ""Personal Loan"", ""Vehicle Loan"", ""Education Loan"", ""Loan Against Property""]","Mahabubnagar, Telangana",Telangana,"[""Telangana"", ""Andhra Pradesh""]",Regional,False,Private Bank,,1999,200,,,,0.6,scraper+gemini,success,,2026-04-03T13:23:09.418719,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
525,The Assam Co-operative Apex Bank Ltd.,Cooperative Bank,https://www.apexbank.co.in/,,,False,,"[""Agriculture Loan"", ""MSME Loan"", ""Home Loan"", ""Vehicle Loan"", ""Personal Loan"", ""Loan Against Property"", ""Business Loan"", ""Gold Loan"", ""Education Loan"", ""Working Capital"", ""Two Wheeler Loan""]",Banking Services,"[""Agriculture Loan"", ""MSME Loan"", ""Home Loan"", ""Vehicle Loan"", ""Personal Loan"", ""Loan Against Property"", ""Business Loan"", ""Gold Loan"", ""Education Loan"", ""Working Capital"", ""Two Wheeler Loan""]","Guwahati, Assam",Assam,"[""Assam""]",Single State,False,Cooperative Bank,,1948,,,,,0.5,scraper+gemini,success,,2026-04-03T13:23:59.377046,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
526,The Chhattisgarh Rajya Sahakari Bank Maryadit,Cooperative Bank,https://cgrajbank.com/,,,False,,"[""Agriculture Loan"", ""Gold Loan"", ""Personal Loan"", ""Home Loan"", ""Vehicle Loan"", ""Education Loan"", ""Business Loan""]",Banking Services,"[""Agriculture Loan"", ""Gold Loan"", ""Personal Loan"", ""Home Loan"", ""Vehicle Loan"", ""Education Loan"", ""Business Loan""]","Raipur, Chhattisgarh",Chhattisgarh,"[""Chhattisgarh""]",Single State,False,Cooperative Bank,,2000,,,,,0.5,scraper+gemini,success,,2026-04-03T13:24:44.039172,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
527,The Madhya Pradesh Rajya Sahakari Bank Maryadit,Cooperative Bank,https://www.mpapexbank.in/,,,False,,"[""Agriculture Loan"", ""Gold Loan"", ""Home Loan"", ""Vehicle Loan"", ""Personal Loan"", ""Business Loan"", ""Loan Against Property"", ""Education Loan"", ""MSME Loan""]",Banking Services,"[""Agriculture Loan"", ""Gold Loan"", ""Home Loan"", ""Vehicle Loan"", ""Personal Loan"", ""Business Loan"", ""Loan Against Property"", ""Education Loan"", ""MSME Loan""]","Bhopal, Madhya Pradesh",Madhya Pradesh,"[""Madhya Pradesh""]",Single State,False,Cooperative Bank,,1933,1000,,,,0.6,scraper+gemini,success,,2026-04-03T13:25:10.124912,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
528,The Meghalaya Co-operative Apex Bank Ltd.,Cooperative Bank,https://www.mcab.co.in/,,,False,,"[""MSME Loan"", ""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Loan Against Property"", ""Agriculture Loan""]",Banking Services,"[""MSME Loan"", ""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Loan Against Property"", ""Agriculture Loan""]","Shillong, Meghalaya",Meghalaya,"[""Meghalaya""]",Single State,False,Cooperative Bank,,1971,290,,,,0.6,scraper+gemini,success,,2026-04-03T13:25:48.714143,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
529,The Mizoram Co-operative Apex Bank Ltd.,Cooperative Bank,https://www.mizoramapexbank.com/,,,False,,"[""Agriculture Loan"", ""MSME Loan"", ""Home Loan"", ""Vehicle Loan"", ""Personal Loan"", ""Education Loan"", ""Gold Loan"", ""Loan Against Property"", ""Business Loan"", ""Working Capital"", ""Micro Loan""]",Banking Services,"[""Agriculture Loan"", ""MSME Loan"", ""Home Loan"", ""Vehicle Loan"", ""Personal Loan"", ""Education Loan"", ""Gold Loan"", ""Loan Against Property"", ""Business Loan"", ""Working Capital"", ""Micro Loan""]","Aizawl, Mizoram",Mizoram,"[""Mizoram""]",Single State,False,Cooperative Bank,,1983,100,,,,0.6,scraper+gemini,success,,2026-04-03T13:26:32.918965,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
530,The Tamil Nadu State Apex Co-operative Bank Ltd.,Cooperative Bank,https://www.tnscbank.com/,,,False,,"[""Agriculture Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Vehicle Loan"", ""Business Loan"", ""Education Loan"", ""MSME Loan"", ""Microfinance""]",Banking Services,"[""Agriculture Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Vehicle Loan"", ""Business Loan"", ""Education Loan"", ""MSME Loan"", ""Microfinance""]","Chennai, Tamil Nadu",Tamil Nadu,"[""Tamil Nadu""]",Single State,False,Cooperative Bank,,1905,100,,,,0.6,scraper+gemini,success,,2026-04-03T13:26:52.418983,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
531,The Chhatisgarh Rajya Sahakari Bank Maryadit,Cooperative Bank,https://cgsbank.co.in/,,,False,,"[""Agriculture Loan"", ""MSME Loan"", ""Home Loan"", ""Personal Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Business Loan"", ""Loan Against Property""]",Banking Services,"[""Agriculture Loan"", ""MSME Loan"", ""Home Loan"", ""Personal Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Business Loan"", ""Loan Against Property""]","Raipur, Chhattisgarh",Chhattisgarh,"[""Chhattisgarh""]",Single State,False,Cooperative Bank,,2000,1000,,,,0.6,scraper+gemini,success,,2026-04-03T13:27:33.204259,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
532,The Haryana State Co-operative Apex Bank Ltd.,Cooperative Bank,https://harcobank.org.in/,,,False,,"[""Agriculture Loan"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""MSME Loan"", ""Personal Loan"", ""Vehicle Loan""]",Agriculture Loan,"[""Agriculture Loan"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""MSME Loan"", ""Personal Loan"", ""Vehicle Loan""]","Chandigarh, Haryana",Haryana,"[""Chandigarh"", ""Haryana""]",Regional,False,Cooperative Bank,PORATIONS,1966,200,13,,,0.7,scraper+gemini,success,,2026-04-03T13:27:58.143334,False,active,,,format_only,False,False,False,none,scraper_high,scraper_high,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
533,The Karnataka State Co-operative Apex Bank Ltd.,Cooperative Bank,https://karnatakaapexbank.com/,,,False,,"[""Agriculture Loan"", ""Working Capital"", ""Loan Against Property"", ""Home Loan"", ""Vehicle Loan"", ""Personal Loan"", ""Education Loan"", ""Gold Loan"", ""MSME Loan""]",Banking Services,"[""Agriculture Loan"", ""Working Capital"", ""Loan Against Property"", ""Home Loan"", ""Vehicle Loan"", ""Personal Loan"", ""Education Loan"", ""Gold Loan"", ""MSME Loan""]","Bengaluru, Karnataka",Karnataka,"[""Karnataka""]",Single State,False,Cooperative Bank,,1915,1000,,,,0.6,scraper+gemini,success,,2026-04-03T13:28:38.439223,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
534,The Telangana State Cooperative Apex Bank Ltd.,Cooperative Bank,https://tscab.org/,,,False,,"[""Agriculture Loan"", ""Home Loan"", ""Gold Loan"", ""Personal Loan"", ""Business Loan"", ""Education Loan"", ""Vehicle Loan"", ""MSME Loan"", ""Loan Against Property""]",Banking Services,"[""Agriculture Loan"", ""Home Loan"", ""Gold Loan"", ""Personal Loan"", ""Business Loan"", ""Education Loan"", ""Vehicle Loan"", ""MSME Loan"", ""Loan Against Property""]","Hyderabad, Telangana",Telangana,"[""Telangana""]",Single State,False,Cooperative Bank,,2014,,,,,0.5,scraper+gemini,success,,2026-04-03T13:30:22.256060,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
,The Arunachal Pradesh State Co-operative Apex Bank Ltd.,Cooperative Bank,https://www.apscab.in/,,,False,,"[""Agriculture Loan"", ""Micro Loan"", ""Home Loan"", ""Vehicle Loan"", ""Personal Loan"", ""Education Loan"", ""Gold Loan"", ""Business Loan"", ""MSME Loan"", ""Working Capital"", ""Consumer Durable Loan"", ""Rural Loan""]",,"[""Agriculture Loan"", ""Micro Loan"", ""Home Loan"", ""Vehicle Loan"", ""Personal Loan"", ""Education Loan"", ""Gold Loan"", ""Business Loan"", ""MSME Loan"", ""Working Capital"", ""Consumer Durable Loan"", ""Rural Loan""]","Itanagar, Arunachal Pradesh",Arunachal Pradesh,"[""Arunachal Pradesh""]",Single State,False,Cooperative Bank,,1971,250,,,,0.6,scraper+gemini,rejected,Capability violation: Cooperative Bank cannot offer 'Consumer Durable Loan',2026-04-03T13:31:07.247178,False,active,,,format_only,False,False,False,none,none,gemini,0.05,rejected_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
535,National Bank for Agriculture and Rural Development,PSU Bank,https://www.nabard.org/,,,False,,"[""Agriculture Loan"", ""Microfinance"", ""Rural Loan""]",Agriculture and Rural Development Finance,"[""Agriculture Loan"", ""Microfinance"", ""Rural Loan""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,PSU Bank,RECTLY,1982,3770,,,,0.7,scraper+gemini,success,,2026-04-03T13:31:37.359249,False,active,,,format_only,False,False,False,none,scraper_high,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
